"estimate","index","id","lower","upper"
1.44798463644441,0.5,1,1.23316674717709,1.6563335510621
1.87481638743965,0.5,2,1.3875452683753,2.42139067364743
39.1104645633886,0.9,1,12.9392629622696,104.133135003281
49.6090755790975,0.9,2,15.5004980255505,125.350435617705
118.401943616024,0.95,1,23.9290130379007,355.062499766995
148.999609694808,0.95,2,29.3697027406183,449.988581967518
