"prob","estimate.1","estimate.2","estimate.3","lower.1","lower.2","lower.3","upper.1","upper.2","upper.3"
0.5,-0.524089570493466,-0.526272761154553,-0.350979126556971,-1.14341184115,-2.46750094306145,-3.03995337029789,0.131818885708791,1.3735713589128,2.28900035435864
0.9,-0.195891630124783,0.325365831084523,0.714559039154404,-0.721953452781779,-0.633778791069398,-0.618640358350591,0.185592687822879,1.31347054565516,2.17551888192977
0.95,-0.298068427408523,-0.105114976392301,0.107607046232508,-0.750338525597332,-1.18775919274103,-1.4509944328259,0.120570069638887,1.01413023422439,1.6147117656791
0.5,0.408169042593372,1.72571242634618,2.50547253419558,-1.21320752771969,-0.893441032953171,-0.518724135656626,1.81804145602386,4.3553708237491,5.85343073520904
0.9,-0.719572392021782,-1.41702680702221,-1.49816963018212,-1.50155287056513,-4.3010144621335,-5.22582222240041,-0.0626226284981528,1.05483117097265,2.06402880964339
0.95,0.155392519873016,0.935177924530119,1.41344370171376,-0.752010665030479,-0.288038949591434,-0.0217053595097231,1.17583947221552,2.62878225092532,3.45142001180235
0.5,0.561449504947687,0.965132002449161,1.21304282417136,-0.0213665197078317,-0.339940213911887,-0.508880211551151,1.0641403324538,2.27961985261901,3.02610553150569
0.9,-0.580371202666425,-0.246385119880782,0.100217765366798,-1.06110617960346,-1.52350805292535,-1.5797109359132,-0.0247108257180775,0.987321744838895,1.70103861049462
0.95,-0.543796571382902,-0.621398191136539,-0.523173565252161,-1.04300742058535,-1.95737699458292,-2.27982061845229,0.0159638280357282,0.688247210032921,1.28813028072362
0.5,-0.377233856321261,-0.950287367428345,-0.886195668114851,-1.40824523697932,-4.24250002453322,-5.49808685979056,0.689007781570427,2.19365431221901,3.3989312922507
0.9,-0.316913929916219,-0.473502296003035,-0.376516840265492,-1.40734839887915,-2.62513412240927,-3.35437709887456,0.929897211466983,2.3314747508265,3.38063574120254
0.95,-0.699365624816524,-0.631339409611023,-0.350861460276696,-1.28254936175284,-3.07819190294238,-3.50616111608873,-0.235979657656903,1.29016414160246,2.34453656290891
0.5,-0.327747477104605,-0.136631157285503,0.0774197001124758,-1.27229937777278,-1.9065953373295,-2.20843648956356,0.878705395247728,2.18330373558926,3.05761150770858
0.9,-0.564439820678312,-0.732895653617465,-0.644851175501613,-1.01733006068172,-2.4330822922697,-2.86459759823176,-0.159290510891091,0.678692490378715,1.37138542271778
0.95,-0.406178491429308,-0.184879880983123,0.0969483197575292,-1.21033706545547,-2.31622998305349,-2.70860296006264,0.590643349995297,1.98005764192697,2.95601094990744
0.5,0.410009531132732,0.730101849090316,0.940817590276651,-0.367719021214179,-0.57843019393619,-0.69418523840192,1.22176369258916,2.28263034912509,2.89293538556333
0.9,-0.762929081981846,-1.62634369193557,-1.79778204245757,-1.67111425967301,-5.50919996739199,-6.94557890092478,-0.120995779582918,1.20394000807224,2.14912946620233
0.95,-0.550097456439665,-0.817523835754604,-0.784310087148156,-1.10986970647933,-2.41405829106048,-2.9609142511601,-0.00946850337739138,0.842935957733351,1.61123676542645
0.5,-0.192827883016203,-0.593509131414813,-0.667611219160726,-0.815514194636331,-2.3034648934736,-3.00346288686129,0.46975690192846,0.928788877852024,1.48497733208276
0.9,0.0637275060051305,0.37103494467925,0.580882368757199,-0.911705070837892,-1.05510026821875,-1.25958510944773,1.2043556605732,2.09054662077681,2.78076413589443
0.95,-0.63578462866095,-1.20608534775667,-1.29687221113256,-1.23901351869537,-3.68241437387661,-4.72463907584319,0.0262389348680833,0.980841984720393,1.66569513554831
0.5,0.0668078162053084,0.92375841040644,1.45876553975294,-0.581914411933984,-0.295571420888162,-0.201435891494175,0.950487486693422,2.48597650380074,3.40950959381267
0.9,-0.154882705849577,0.00542147821291634,0.27825718498688,-0.82814678089088,-1.49038514499044,-1.87585563152581,0.538388259949681,1.66218333499045,2.75160078408974
0.95,-0.276969895197492,0.0564453853927218,0.29489170197449,-1.02357068400318,-1.36336145807344,-1.49339374290812,0.768076608873537,1.87564625638288,2.55866222319831
0.5,-0.600304763594692,-0.421721966530784,-0.104776421717104,-1.2115669322017,-2.59892990204653,-2.96833501085865,0.090665339244196,1.59700804706613,2.66228340270806
0.9,-0.484463463941648,-0.243598946010737,0.0456019230485404,-1.01965850881392,-1.68287923948407,-1.73807447995761,0.0843993656274657,0.954760509766366,1.73153421713466
0.95,-0.594664612096063,-1.01436115121018,-0.841302013072914,-1.3159693562016,-3.68407087028626,-4.48254956014103,0.138948994610206,1.081927089375,2.34814989474853
0.5,-0.418328458242514,-0.208359485520713,0.0513952331926985,-1.20188561849374,-1.75292692929697,-1.93414798805722,0.122365868669309,1.39027514334779,2.2289355596008
0.9,0.605398667368403,1.6295513931056,2.17139695581748,-0.194606692863238,0.305935534060344,0.462680656589223,1.40652683007961,2.97984535945108,3.9647442220962
0.95,-0.501567756944751,-0.424461494078207,-0.213502820337334,-0.975179802653025,-1.5344815433603,-1.7141265125256,-0.0656207374799006,0.714411766650389,1.4153862679803
0.5,-0.189419852453055,-0.29288879259969,-0.218887383770637,-0.725455044531643,-1.9440761007303,-2.49108558142965,0.257907004393066,1.20306869323899,1.80876782777826
0.9,-0.30120303656688,0.131992318272942,0.495920744957454,-1.18984630028311,-2.47431311042093,-2.81808194115853,0.746527940753116,2.87047105638991,4.28267355584178
0.95,-0.0852316972168281,0.627716907437897,1.08364613967883,-1.00208011299594,-0.880467919625456,-0.69656828048142,1.01792653127884,2.39015338114688,3.13802710592874
0.5,-0.0955045982535217,0.324502652123618,0.642772631279484,-0.600599877961105,-0.845233753541563,-1.11456465779114,0.354656230867965,1.42926620279179,2.22182028943369
0.9,-0.53053257440433,-0.998742620624699,-0.991595220729261,-1.16680656655313,-3.40575027399869,-4.03332337019048,0.397702758185196,1.22260042488024,1.96357173814721
0.95,-0.386718862356083,0.134504931409131,0.596847382250114,-0.905658979740938,-1.4015306778173,-1.56796613247989,0.102185171203427,1.641067299919,2.77730159485146
0.5,0.148893121307212,1.18544972641883,1.81279552592732,-0.769640402969052,-0.258805478802183,-0.129064813703831,1.01961350063308,2.97848213524915,4.08710676333419
0.9,0.434666780181921,0.712264817961015,0.882181501786106,-0.366820770619017,-0.843966614628549,-1.1834931482255,1.16317005187353,2.34002031273467,3.09077305417884
0.95,-0.586337954059822,-0.770247867554588,-0.675770125360223,-1.05858878848499,-2.29049504757878,-2.76451073268798,-0.0342634478833046,0.760141171351209,1.26685942031136
0.5,-0.523378949846253,-0.302307123698174,0.0428713961327483,-1.23155497397727,-2.14675601387079,-2.4510741378273,0.585776049260523,1.93185978396851,2.7778349233903
0.9,-0.0748735337863596,0.635356657750957,1.14786359520606,-0.979868871528643,-1.13286875728787,-0.998914396015609,0.85878886357488,2.70911313148767,3.74790558878363
0.95,-0.788855002383252,-1.21334204250486,-1.12313106070284,-1.37492792930504,-3.41749362659598,-4.11665026487061,-0.238607656476592,0.860534062230101,1.85285602912258
0.5,-0.0128680145932074,0.486553019573533,0.885180031621492,-0.929631447626162,-1.51894547973807,-1.68477381503287,0.796763605703696,2.34606788814141,3.28500163146838
0.9,-0.0625128166626668,0.131184376450515,0.367519009114012,-1.02548385149073,-1.47184280065286,-1.71696201126492,0.931039550870694,2.16854470945943,2.95526091195395
0.95,-0.377972321586081,-0.364358076043439,-0.270048945170176,-0.988804830840064,-1.92294718249949,-2.43166612117848,0.324145878997669,1.3063642501431,1.95723429974768
0.5,-0.333800089390733,-0.551991890064828,-0.506734004632302,-1.01074897358514,-2.64498351619643,-3.36529245309521,0.8364089153013,1.6445201434242,2.30163919355149
0.9,-0.225581320041238,-0.230072400725685,-0.147078970795733,-0.808138128292541,-1.41186631748787,-1.79392955191501,0.48142055099785,1.02960191361451,1.47139821840872
0.95,-0.715039973279199,-0.447535172002261,0.0656680999054977,-1.60381817351473,-3.4912175806166,-3.96774335780172,0.16790643839866,2.86835329506085,4.96404437878994
0.5,-0.608945613767257,-0.711437784958858,-0.38988964527487,-1.64591049455902,-3.45275489828651,-4.26282378275283,0.444681328087061,2.37991085178127,3.93937460752291
0.9,0.0617976037558169,1.71454086199983,2.72240507624979,-0.898261619025775,-0.885104446613489,-1.13318630871086,0.95296271644649,4.17350217305249,6.30801848711597
0.95,-0.341746042944196,-0.0422864963718599,0.260941208780093,-1.55990821997021,-3.30458406336529,-3.87304814827362,0.523599784351604,2.59043325305744,3.74888320064269
0.5,0.106344425074508,0.967532990383894,1.48618338995068,-0.806618666196507,-1.63098929237009,-2.20185688143055,1.24473798194888,3.84919587433843,5.41002996510033
0.9,-0.142144825157122,0.611124255368707,1.11048601945515,-1.09158074090073,-1.10263852719876,-0.944506656532454,1.0366005491011,2.46647982392732,3.45956434131483
0.95,0.00984247126800077,0.420778660898056,0.713313217530203,-0.805060997642457,-0.998468865208453,-1.1430976419149,1.06565738948536,2.47359581118781,3.2663122088569
0.5,-0.275860656239039,-0.149953680854371,0.0869591709785648,-0.816024094236796,-1.53116897276326,-1.93467591931664,0.113408861452051,1.26190022198985,2.11557867107759
0.9,-0.412321845869734,0.005729046421602,0.325323367211237,-0.82884501786193,-0.868631806133376,-1.05006771402236,0.053937367349364,1.05157883827309,1.70880117790408
0.95,-0.378098150871916,-0.138939559944218,0.116580164093359,-0.720806207955027,-1.02159605282718,-1.27461313422285,-0.00989871361288611,0.741920776656899,1.36537918157589
0.5,-0.295209627106103,0.371962951717488,0.846412046975079,-0.972327990918971,-1.05299793032452,-1.06805401466924,0.155724696968237,1.66756044149652,2.62517162317288
0.9,0.123856332940082,0.6253510909791,0.932253744384772,-0.580660012448815,-0.92619216236545,-1.09622618227171,0.794036939554192,2.1917420579349,2.92043369247118
0.95,-0.664851046932791,-0.0896859830120874,0.492332586927544,-1.24951606279157,-2.5285950972425,-2.84758424879472,-0.0881402362019795,1.84652910432752,3.12600383556199
0.5,0.239205601203184,0.964549837274031,1.46448795788564,-0.601400019336388,-0.854674865646964,-1.05774784940843,1.1428182827979,3.03455530326387,4.2739103945294
0.9,-1.00297504007403,-1.13158789975912,-0.66575545417691,-2.68820330698746,-7.58340499732265,-9.00849707767679,-0.201640593942827,3.08896198031279,5.06664359067415
0.95,-0.618034070842127,-0.911687826132033,-0.785817272751955,-1.41535352874871,-3.25698315392299,-3.80196825526819,0.0931108921300456,1.28792310023978,2.4040546107476
0.5,-0.873115653300491,-0.877017035431465,-0.446447082099053,-1.62493693441968,-4.10821306162782,-4.82284711699791,-0.335980709280615,1.64082990979973,3.23331173241275
0.9,-0.116962390172768,0.397894547558792,0.745236119429261,-1.04016326326987,-1.30973679490247,-1.64048743531381,0.91767019254907,2.5093862450212,3.44765908110743
0.95,-0.9001799164295,-0.766822310339678,-0.24035629521628,-1.46103302406002,-3.36302973069587,-3.82124225097324,-0.363268478206155,1.63254060920389,2.99134533861701
0.5,-0.389730204334679,0.636794639653861,1.44187776493977,-1.68836441877654,-3.58212823133483,-3.78274086120678,0.557689796019144,3.39792273792527,5.33840654291987
0.9,-0.175846805089648,0.595278375334916,1.26954886898581,-1.40564039002395,-2.64734100876851,-3.26837625074798,1.30686975746458,4.38049712544672,6.68740626634153
0.95,-0.0829093406251768,0.373608609621776,0.714220005489243,-0.743264765054003,-0.456571348360387,-0.362075488250103,0.618145502966906,1.55877109502234,2.01848066070012
0.5,0.275352297187326,1.12635269186787,1.6575202741296,-0.574101806511027,-0.712896421169642,-0.70019997394778,1.35095259846019,3.39440654803217,4.54010776898291
0.9,-0.725497661182993,-0.386375502948157,0.0496993709395415,-1.40380739110621,-2.89230892812182,-3.42374948815891,-0.196702901299047,1.54729373680788,2.6596879314722
0.95,-0.644433333359945,-0.601761704166047,-0.271838727192403,-1.23607499250743,-2.5972956941973,-2.89489742452669,-0.0250180156073215,1.29907906752192,2.51327168248569
0.5,-0.989142666360804,-1.92689232424902,-1.88028823764362,-1.95513251087832,-6.71720209850664,-8.29325614533708,-0.207904673906534,1.85069401435359,3.75192645743842
0.9,0.144308288713045,0.544752758157097,0.77015257613591,-1.18953051762484,-1.92526839401487,-2.41927909595132,1.46600079183729,2.84022803222247,3.73256726162612
0.95,-0.376639266169646,0.143426751698237,0.638204447819357,-1.42169239563799,-2.63458907653677,-3.27767966894998,0.881640062752754,3.11326864325656,4.56848977682987
0.5,-0.416352429785589,-0.119329084016495,0.138880989473697,-1.01232270744473,-1.16750249866517,-1.21400398896791,0.384801951714012,1.14306251010897,1.75774406436288
0.9,-0.556780573979067,-0.507571614647498,-0.247294673504121,-1.15281223087915,-2.44088781528127,-2.77648690685934,-0.0687077264774099,1.15818275180716,2.24666905273099
0.95,-0.777102905575309,-0.962750289502324,-0.682750234502074,-1.56886085490915,-3.90224118055985,-4.93181396191035,-0.0730753642332943,2.25436331425406,3.78077943110409
0.5,-0.754143603042984,-1.00812928238898,-0.848522076744504,-1.12253755631227,-2.62261827199753,-3.02797787900151,-0.419346897377467,0.367222763507647,1.1078311076891
0.9,-0.0640171388217901,0.657369346650667,1.12983197003041,-0.704075511809221,-0.668654249308722,-0.692383022585197,0.709002116611503,2.20697738621978,3.28767330743316
0.95,0.0136859780796736,0.405574746450818,0.693604462847354,-0.935521982395664,-1.6061209332785,-2.06684255638596,0.676301187723398,2.68319335974708,3.77298802913711
0.5,-0.217038509438698,-0.0617925843409707,0.15453325774986,-0.991448090759816,-2.05030162628092,-2.37203187991005,0.504748575296186,1.92076989953013,2.58427707386545
0.9,-0.496916958249571,-0.0205795228314464,0.401573825564071,-1.03863547620428,-1.59046451016744,-1.83902489396018,0.121058393517237,1.36680430009549,2.22610754752713
0.95,-0.605642247237623,-1.22334194116188,-1.3325617426602,-1.54482662612974,-4.46377383638735,-5.56459420916824,-0.000278888957505377,1.03098802179335,1.89858673836815
0.5,0.137524829202704,0.522177135679497,0.83919680936983,-0.457150710538523,-0.268031470868105,-0.316583523922885,0.656784830841748,1.34690918081056,2.03028768752139
0.9,-0.484325496082377,-0.0710958440869219,0.443831409733217,-1.79277114984277,-3.83492213696015,-4.52837067384597,0.572601250801652,3.62790095851851,5.69293278330264
0.95,-0.54227063070425,-0.779889334370075,-0.716715891603515,-1.00798416848999,-2.32884182601471,-2.91098617384569,-0.0862671173943945,0.722729587172588,1.49563391930631
0.5,0.738651878440787,1.38148414519369,1.74949955083504,0.0695036537529245,0.0137687892279926,-0.05850115579921,1.2664770367451,2.79136464472948,3.62787422456536
0.9,0.819043080083133,2.16899926271763,2.93008952827286,0.0851550027458797,0.424527815993954,0.407657192965517,1.44120155162708,4.03065029988136,5.43558629117027
0.95,-0.428474092267967,-0.047018463498162,0.261423740135191,-0.813529619398416,-1.27343915328876,-1.43038087242185,-0.0055735898594056,1.05966331984558,1.75975380220378
0.5,-0.903756879005848,-1.54776980016051,-1.41855300654498,-2.2723769179442,-7.46859850287176,-9.40035627520342,0.0284874434418607,2.6647374543343,4.29222178299202
0.9,-0.0715713880146456,0.773950500073385,1.33752296575058,-0.881421074708927,-0.917109560738134,-0.832261850027949,0.498689999336098,2.37784256880677,3.73558329943243
0.95,-0.503083194894037,-0.653440687854295,-0.545162394578192,-1.15634704320578,-2.55162184695733,-3.15941970597459,0.558071219552133,1.50999985922727,2.32558585222668
0.5,-0.25887435259318,0.109078180498033,0.368120381100681,-0.939070586667621,-1.25777706089871,-1.54500164408867,0.609107992180575,1.65643492103943,2.59470863945464
0.9,-0.671252284195874,-0.341990806014927,0.0757153593303661,-1.33313282913814,-2.41583728732661,-2.79848220014084,-0.033966457407072,1.39650546240597,2.55746350436291
0.95,-0.502129636605158,0.0220289136005867,0.469530092973525,-0.964942623152604,-1.23103012230993,-1.33357161237556,-0.0714987594741946,1.10408381457877,2.0728474190876
0.5,-0.50310016326893,-0.441070515095175,-0.239089303919453,-1.15840482398349,-2.87257863693835,-3.71998355874802,-0.0109275005149697,1.46320790264056,2.41430975733769
0.9,-0.250853388298804,-0.0301031219228556,0.190060474353723,-1.20386125009686,-2.17457298379172,-2.58163945313373,0.880240092814858,2.3891476472777,3.18933244414033
0.95,-0.432632414508997,-0.434988565291166,-0.303973931406063,-1.07320265989326,-1.98680868002739,-2.40230402311526,0.0804631865408515,1.01951444891556,1.78208580437666
0.5,0.665240114387152,1.70158087436536,2.3031867544383,-0.123306280884655,0.188412723246925,0.323296388443244,1.58036893575607,3.56538459932009,4.85182464393445
0.9,-0.468848049745799,0.234617488734092,0.830084464346288,-1.06335033482693,-1.47889859265192,-1.48128412933877,0.138718933549164,1.8955229929195,3.31019588942486
