"estimate","index","lower","upper"
1.41316274579067,0.5,1.15181406953979,1.77042686676407
4.24478882797314,0.9,2.67596838035973,5.63929004394501
5.82428348070781,0.95,3.78063481866402,7.63627187167372
10.3155973196485,0.99,7.42755262397662,14.2480357488425
